16|4|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 100, numeral 2|Arrojar sustancias contaminantes, residuos o desechos a los cuerpos de agua.
17|4|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 103, numeral 10|Comportamientos que afectan las áreas protegidas del Sistema Nacional de Áreas Protegidas (SINAP) y áreas de especial importancia ecológica.  No usar los recipientes o demás elementos dispuestos para depositar los residuos y desechos sólidos.
18|4|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 111, numeral 2|No usar los recipientes o demás elementos dispuestos para depositar la basura.
19|4|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 111, numeral 3|Arrojar residuos sólidos y escombros en sitios de uso público, no acordados ni autorizados por autoridad competente.
20|5|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 101, numeral 1|Colectar, aprovechar, mantener, tener, transportar, introducir, comercializar, o poseer especies de fauna silvestre (viva o muerta) o sus partes, sin la respectiva autorización ambiental.
21|5|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 101, numeral 2|Aprovechar, recolectar, almacenar, extraer, introducir, mantener, quemar, talar, transportar o comercializar especies de flora silvestre, o sus productos o subproductos, sin la respectiva autorización de la autoridad competente.
22|5|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 101, numeral 3|Movilizar maderas sin el respectivo salvoconducto único de movilización o guía de movilización.
23|5|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 101, numeral 5|Talar, procesar, aprovechar, transportar, transformar, comercializar o distribuir especies o subproductos de flora silvestre de los parques nacionales o regionales naturales, salvo lo dispuesto para las comunidades en el respectivo instrumento de planificación del parque.
24|5|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 101, numeral 6|La caza o pesca industrial sin permiso de autoridad competente.
25|5|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 101, numeral 7|Contaminar o envenenar recursos fáunicos, forestales o hidrobiológicos.
26|5|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 101, numeral 8|Experimentar, alterar, mutilar, manipular las especies silvestres sin el permiso de autoridad ambiental competente.
27|5|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 101, numeral 9|Violar los reglamentos establecidos para los períodos de veda en materia de caza y pesca.
28|5|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 101, numeral 10|Tener animales silvestres en calidad de mascotas.
29|6|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 105, numeral 1|Desarrollar actividades mineras de exploración, explotación, o minería de subsistencia o barequeo en bocatomas y áreas declaradas y delimitadas como excluibles de la minería tales como parques nacionales naturales, parques naturales regionales, zonas de reserva forestal protectora, páramos y humedales RAMSAR.
30|6|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 105, numeral 2|Realizar exploraciones y explotaciones mineras sin el amparo de un título minero debidamente inscrito en el registro minero nacional, autorizaciones temporales, solicitudes de legalización, declaratoria de área de reserva especial, subcontratos de formalización o contrato de operación minera y sin la obtención de las autorizaciones ambientales necesarias para su ejecución.
31|6|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 105, numeral 5|Realizar explotaciones mineras sin contar con licencia ambiental o su equivalente, de conformidad con la normativa vigente.
32|6|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 105, numeral 14|Beneficiar oro en zonas de uso residencial, comercial, institucional o recreativo.
33|7|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 30, numeral 5|Realizar quemas o incendios que afecten la convivencia en cualquier lugar público o privado o en sitios prohibidos.
34|7|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 103, numeral 11|Comportamientos que afectan las áreas protegidas del Sistema Nacional de Áreas Protegidas (SINAP) y áreas de especial importancia ecológica.  Hacer cualquier clase de fuegos fuera de los sitios o instalaciones en las cuales se autoriza el uso de hornillas o de barbacoas.
35|8|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 33, numeral 1a|En el vecindario o lugar de habitación urbana o rural: Comportamientos que afectan la tranquilidad y relaciones respetuosas de las personas.  En el vecindario o lugar de habitación urbana o rural:  Perturbar o permitir que se afecte el sosiego con sonidos o ruidos en actividades, fiestas, reuniones o eventos similares que afecten la convivencia del vecindario, cuando generen molestia por su impacto auditivo, en cuyo caso podrán las autoridades de policía desactivar temporalmente la fuente del ruido, en caso de que el residente se niegue a desactivarlo.
36|9|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 135, numeral A|Los siguientes comportamientos, relacionados con bienes inmuebles de particulares, bienes fiscales, bienes de uso público y el espacio público, son contrarios a la convivencia pues afectan la integridad urbanística y por lo tanto no deben realizarse, según la modalidad señalada: A) Parcelar, urbanizar, demoler, intervenir o construir: 1. En áreas protegidas o afectadas por el plan vial o de infraestructura de servicios públicos domiciliarios, y las destinadas a equipamientos públicos. 2. Con desconocimiento a lo preceptuado en la licencia.  3. En bienes de uso público y terrenos afectados al espacio público.  4. En terrenos aptos para estas actuaciones, sin licencia o cuando esta hubiere caducado.
37|9|Código de Policía (Ley 1801 de 29 julio 2016) Artículo 135, numeral B|Los siguientes comportamientos, relacionados con bienes inmuebles de particulares, bienes fiscales, bienes de uso público y el espacio público, son contrarios a la convivencia pues afectan la integridad urbanística y por lo tanto no deben realizarse, según la modalidad señalada: B) Actuaciones en los inmuebles declarados de conservación e interés cultural, histórico, urbanístico, paisajístico y arquitectónico: 5. Demoler sin previa autorización o licencia. 6. Intervenir o modificar sin la licencia. 7. Incumplir las obligaciones para su adecuada conservación. 8. Realizar acciones que puedan generar impactos negativos en el bien de interés cultural, tales como intervenciones estructurales, arquitectónicas, adecuaciones funcionales, intervenciones en las zonas de influencia y/o en los contextos del inmueble que puedan afectar las características y los valores culturales por los cuales los inmuebles se declararon como bien de interés cultural.
